FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_
510,511,"Manikchari, On Road",Active,Wet,Debris,Nil,Low,Rangamati,511,Slide,13/06/207,Advancing,0,0,Nil,743,Rainfall
511,512,"Manikchari, On Road",Active,Wet,Debris,Nil,Low,Rangamati,512,Slide,13/06/207,Advancing,0,0,Nil,74,Rainfall
512,513,"Manikchari, On Road",Active,Wet,Debris,Nil,Low,Rangamati,513,Slide,13/06/207,Advancing,0,0,Nil,82,Rainfall
513,514,"Rupnagar, Sadar",Active,Wet,Debris,High,High,Rangamati,514,Slide,13/06/2017,Advancing,3,2,High,3345,Rainfall
514,515,"Rupnagar, Sadar",Active,Wet,Soil,Low,Low,Rangamati,515,Slide,13/06/2017,Advancing,0,0,Low,89,Rainfall
515,516,"Rupnagar, Sadar",Active,Wet,Debris,Nil,Nil,Rangamati,516,Slide,13/06/2017,Advancing,0,2,Medium,75,Rainfall
516,517,"Rupnagar, Sadar",Active,Wet,Debris,Nil,Nil,Rangamati,517,Slide,13/06/2017,Advancing,0,0,Nil,102,Rainfall
517,518,"TV Center, Rangamati",Active,Wet,Debris,Nil,Low,Rangamati,518,Slide,13/06/2017,Advancing,0,0,Nil,181,Rainfall
518,519,"TV Center, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,519,Slide,13/06/2017,Advancing,0,0,Nil,74,Rainfall
519,520,"TV Center, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,520,Slide,13/06/2017,Advancing,0,0,Nil,40,Rainfall
520,521,"Passport Office, Rangmati Sadar",Active,Wet,Soil,Nil,Low,Rangamati,521,Complex,13/06/2017,Advancing,0,0,Nil,22,Rainfall
521,522,"Passport Office, Rangmati Sadar",Active,Wet,Soil,Nil,Low,Rangamati,522,Slide,13/06/2017,Advancing,0,0,Nil,70,Rainfall
522,523,"Rangamati Jail, Sadar",Active,Wet,Debris,Low,Low,Rangamati,523,Slide,13/06/2017,Advancing,0,2,Medium,46,Rainfall
523,524,"Bandhu Jishu Tila, Sadar",Active,Wet,Soil,Nil,High,Rangamati,524,Slide,13/06/2017,Advancing,0,4,High,23,Rainfall
524,525,"Keranipahar, Sadar",Active,Wet,Soil,Low,Low,Rangamati,525,Slide,13/06/2017,Advancing,0,0,Nil,61,Rainfall
525,526,"Keranipahar, Sadar",Active,Wet,Soil,Low,Low,Rangamati,526,Slide,13/06/2017,Advancing,0,0,Nil,20,Rainfall
526,527,"Keranipahar, Sadar",Active,Wet,Soil,Low,Low,Rangamati,527,Slide,13/06/2017,Advancing,0,0,Nil,28,Rainfall
527,528,"Keranipahar, Sadar",Active,Wet,Soil,Low,Low,Rangamati,528,Slide,13/06/2017,Advancing,0,0,Nil,18,Rainfall
528,529,"Keranipahar, Sadar",Active,Wet,Soil,Low,Low,Rangamati,529,Slide,13/06/2017,Advancing,0,0,Nil,18,Rainfall
529,530,"Keranipahar, Sadar",Active,Wet,Debris,Medium,Medium,Rangamati,530,Slide,13/06/2017,Advancing,0,0,Nil,28,Rainfall
530,531,"Keranipahar, Sadar",Active,Wet,Debris,Medium,Medium,Rangamati,531,Slide,13/06/2017,Advancing,0,0,Nil,28,Rainfall
531,532,Chittagong Cantonment,Active,Wet,Soil,Nil,Low,Chittagong,532,Fall,15/06/2017,Advancing,0,0,Nil,256,Rainfall
532,533,Motijhorna,Stabilized, , , , ,Chittagong,533,Fall,28/07/2013, ,2,0, ,116,Rainfall
533,534,Tankir Pahar,Active, , , , ,Chittagong,534,Topple,11/06/2007, ,0,0, ,11,Rainfall
534,535,Chanmari Bi Lane,Stabilized, , , , ,Chittagong,535,Topple,22/06/2014, ,0,0, ,15,Rainfall
535,536,Tankir Pahar,Reactivated, , , , ,Chittagong,536,Slide,01/01/2013, ,22,0, ,332,Rainfall
536,537,Tankir Pahar,Reactivated, , , , ,Chittagong,537,Slide,15/06/2010, ,0,0, ,211,Rainfall
537,538,Batali Hill,Active, , , , ,Chittagong,538,Fall,23/08/2008, ,0,0, ,59,Rainfall
538,539,Batali Hill,Active, , , , ,Chittagong,539,Fall,01/07/2011, ,0,0, ,127,Rainfall
539,540,Tiger Pass,Active, , , , ,Chittagong,540,Topple,01/07/2011, ,17,0, ,427,Rainfall
540,541,Lebu bagan,Dormant, , , , ,Chittagong,541,Slide,11/06/2007, ,30,0, ,758,Rainfall
541,542,Lebu bagan,Dormant, , , , ,Chittagong,542,Topple,11/06/2007, ,5,0, ,85,Rainfall
542,543,Lebu bagan,Dormant, , , , ,Chittagong,543,Topple,11/06/2007, ,2,0, ,50,Rainfall
543,544,Kaichaghona,Stabilized, , , , ,Chittagong,544,Topple,11/06/2007, ,2,0, ,146,Rainfall
544,545,Kaichaghona,Stabilized, , , , ,Chittagong,545,Topple,11/06/2007, ,7,0, ,582,Rainfall
545,546,Lebu Bagan,Dormant, , , , ,Chittagong,546,Slide,11/06/2007, ,40,0, ,1360,Rainfall
546,547,Sekandar Para,Stabilized, , , , ,Chittagong,547,Slide,11/06/2007, ,3,0, ,182,Rainfall
547,548,Sekandar Para,Stabilized, , , , ,Chittagong,548,Slide,11/06/2007, ,2,0, ,199,Rainfall
548,549,Sekandar Para,Stabilized, , , , ,Chittagong,549,Slide,11/06/2007, ,4,0, ,212,Rainfall
549,550,Espahani Hill,Active, , , , ,Chittagong,550,Fall,2007, ,0,0, ,233,Rainfall
550,551,Kusumbagh,Active, , , , ,Chittagong,551,Fall,2007, ,0,0, ,153,Rainfall
551,552,Akbar Shah Hill,Active, , , , ,Chittagong,552,Fall,11/06/2007, ,7,0, ,213,Rainfall
552,553,Gol Pahar,Active, , , , ,Chittagong,553,Fall,1990, ,0,0, ,105,Rainfall
553,554,Gol Pahar,Active, , , , ,Chittagong,554,Fall,1990, ,0,0, ,157,Rainfall
554,555,Gol Pahar,Active, , , , ,Chittagong,555,Slide,1990, ,0,0, ,78,Rainfall
555,556,Foy'z Lake Observatory,Active, , , , ,Chittagong,556,Slide,26/06/2012, ,0,0, ,457,Rainfall
556,557,Foy'z Lake Zoo Hill,Active, , , , ,Chittagong,557,Fall,26/06/2012, ,0,0, ,46,Rainfall
557,558,Foy'z Lake Zoo Hill,Active, , , , ,Chittagong,558,Slide,26/06/2012, ,0,0, ,233,Rainfall
558,559,Foy'z Lake Zoo Hill,Active, , , , ,Chittagong,559,Slide,26/06/2012, ,0,0, ,209,Rainfall
559,560,Nasirabad Housing,Active, , , , ,Chittagong,560,Slide,03/08/2005, ,0,0, ,243,Rainfall
560,561,Jakir Hossain Road,Active, , , , ,Chittagong,561,Fall,28/07/2013, ,0,0, ,56,Rainfall
561,562,Holy Crescent,Active, , , , ,Chittagong,562,Slide,28/07/2013, ,0,0, ,52,Rainfall
562,563,Medical Hill,Active, , , , ,Chittagong,563,Fall,2014, ,0,0, ,16,Rainfall
563,564,Medical Hill,Active, , , , ,Chittagong,564,Fall,2014, ,0,0, ,32,Rainfall
564,565,Medical Hall,Active, , , , ,Chittagong,565,Fall,01/07/2011, ,0,0, ,136,Rainfall
565,566,A K Khan Hill,Active, , , , ,Chittagong,566,Fall,28/07/2013, ,0,0, ,33,Rainfall
566,567,Amin Textile,Active, , , , ,Chittagong,567,Topple, , ,0,0, ,81,Rainfall
567,568,Amin textile,Active, , , , ,Chittagong,568,Topple, , ,0,0, ,50,Rainfall
568,569,Blossom Garden,Active, , , , ,Chittagong,569,Slide,2000, ,0,0, ,24,Rainfall
569,570,Rangunia Eco Park,Active,Wet,Soil,Nil,Low,Chittagong,570,Slide,15/06/217,Advancing,0,0,Nil,334,Rainfall
570,571,Rangunia Eco park,Active,Wet,Soil,Nil,Low,Chittagong,571,Flow,15/06/217,Advancing,0,0,Nil,68,Rainfall
571,572,Rangunia Eco park,Active,Wet,Soil,Nil,Low,Chittagong,572,Flow,15/06/217,Advancing,0,0,Nil,285,Rainfall
572,573,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,573,Flow,15/06/2017,Advancing,0,2,Medium,29,Rainfall and Hill Cutting
573,574,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,574,Flow,15/06/2017,Advancing,0,0,Low,20,Rainfall
574,575,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,575,Flow,15/06/2017,Advancing,0,0,Low,32,Rainfall
575,576,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,576,Flow,15/06/2017,Advancing,0,0,Low,14,Rainfall
576,577,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,577,Flow,15/06/2017,Advancing,0,0,Low,14,Rainfall
577,578,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,578,Flow,15/06/2017,Advancing,0,0,Low,20,Rainfall
578,579,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,579,Flow,15/06/2017,Advancing,0,0,Low,24,Rainfall
579,580,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,580,Flow,15/06/2017,Advancing,0,0,Low,22,Rainfall
580,581,Purbo Hasnabad,Active,Wet,Soil,Nil,Low,Chittagong,581,Flow,15/06/2017,Advancing,0,0,Low,41,Rainfall
581,582,Hathazari Cantonment Road,Active,Wet,Debris,Low,Low,Chittagong,582,Slide,15/06/2017,Advancing,0,0,Nil,47,Rainfall
582,583,Hathazari Cantonment Road,Active,Wet,Debris,Low,Low,Chittagong,583,Slide,15/06/2017,Advancing,0,0,Nil,55,Rainfall
583,584,Hathazari Cantonment 3 Number Bazar,Active,Wet,Soil,Nil,Low,Chittagong,584,Fall,15/06/2017,Advancing,0,0,Nil,33,Rainfall and Hill Cutting
584,585,Hathazari Cantonment 3 Number Bazar,Active,Wet,Debris,Nil,High,Chittagong,585,Flow,15/06/2017,Advancing,0,6,High,31,Rainfall and Hill Cutting
585,586,Hathazari Cantonment 3 Number Bazar,Active,Wet,Soil,Nil,Low,Chittagong,586,Complex,15/06/2017,Advancing,0,0,Nil,16,Rainfall and Hill Cutting
586,587,Hathazari Cantonment 3 Number Bazar,Active,Wet,Soil,Nil,Low,Chittagong,587,Topple,15/06/2017,Advancing,0,0,Nil,57,Rainfall and Hill Cutting
587,588,Hathazari Cantonment 3 Number Bazar,Active,Wet,Soil,Nil,Medium,Chittagong,588,Fall,15/06/2017,Advancing,0,2,Medium,17,Rainfall and Hill Cutting
588,589,Hathazari Cantonment 3 Number Bazar,Active,Wet,Soil,Nil,Medium,Chittagong,589,Flow,15/06/2017,Advancing,0,2,Medium,15,Rainfall and Hill Cutting
589,590,Chittagong University,Stabilized,Dry,Soil,Nil,Low,Chittagong,590,Slide,2017,Retrogressive,0,0,Nil,95,Rainfall
590,591,Chittagong University,Stabilized,Dry,Soil,Nil,Nil,Chittagong,591,Flow, ,Advancing,0,0,Nil,80,Rainfall
591,592,Chittagong University,Stabilized,Dry,Soil,Nil,Nil,Chittagong,592,Slide, ,Advancing,0,0,Nil,74,Rainfall
592,593,Chittagong University,Active,Wet,Soil,Nil,Nil,Chittagong,593,Flow, ,Advancing,0,0,Nil,204,Rainfall
593,594,Chittagong University, , , , , ,Chittagong,594,Topple,11/06/2007, ,0,0, ,390,Rainfall
594,595,Chittagong University, , , , , ,Chittagong,595,Topple,11/06/2007, ,0,0, ,313,Rainfall
595,596,Chittagong University,Active,Wet,Soil,Nil,Nil,Chittagong,596,Flow, ,Advancing,0,0,Nil,25,Rainfall
596,597,"Old Hospital, Chittagong University",Stabilized,Dry,Soil,Nil,Nil,Chittagong,597,Slide, ,Advancing,0,0,Nil,30,Rainfall
597,598,"Family Well Fare Office, Rangunia",Active,Wet,Soil,Nil,Nil,Chittagong,598,Flow,15/06/2017,Advancing,0,0,Nil,19,Rainfall
598,599,Gomra,Active,Wet,Soil,Nil,Nil,Chittagong,599,Flow,15/06/2017,Advancing,0,0,Nil,66,Rainfall
599,600,Gomra,Active,Wet,Soil,Nil,Nil,Chittagong,600,Flow,15/06/2017,Advancing,0,0,Nil,64,Rainfall
600,601,Gomra,Active,Wet,Soil,Nil,Low,Chittagong,601,Fall,15/06/2017,Advancing,0,2,Low,23,Rainfall
601,602,Ghagra Ranirhat,Active,Wet,Soil,Low,Low,Chittagong,602,Fall,13/06/2017,Advancing,0,0,Nil,59,Rainfall
602,603,Ghagra Ranirhat,Active,Wet,Soil,Low,Low,Chittagong,603,Fall,13/06/2017,Advancing,0,0,Nil,85,Rainfall
603,604,"Mogachari, Gabtali",Active,Wet,Soil,Low,Low,Chittagong,604,Fall,13/06/2017,Advancing,0,0,Nil,95,Rainfall
604,605,"Ranirhat, Ghagra",Active,Wet,Soil,Low,Low,Chittagong,605,Slide,13/06/2017,Advancing,0,0,Nil,22,Rainfall
605,606,"Ranirhat, Ghagra",Active,Wet,Soil,Low,Low,Chittagong,606,Fall,13/06/2017,Advancing,0,0,Nil,34,Rainfall
606,607,"Ranirhat, Ghagra",Active,Wet,Soil,Low,Low,Chittagong,607,Fall,13/06/2017,Advancing,0,0,Nil,20,Rainfall
607,608, , , , , , ,Chittagong,608,Slide,2013, ,0,0, ,393, 
608,609, , , , , , ,Chittagong,609,Slide,2013, ,0,0, ,283, 
609,610, , , , , , ,Chittagong,610,Unrecognized,2014, ,0,0, ,472, 
610,611, , , , , , ,Chittagong,611,Unrecognized,2000, ,0,0, ,391, 
611,612, , , , , , ,Chittagong,612,Unrecognized,2008, ,0,0, ,896, 
612,613, ,Active, , , , ,Chittagong,613,Unrecognized,2004, ,0,0, ,153,Rainfall
613,614, ,Active, , , , ,Chittagong,614,Unrecognized,2007, ,1,0, ,243,Rainfall
614,615, , , , , , ,Chittagong,615,Slide,2007, ,0,0, ,409, 
615,616,AKS Brick Field,Active, , , , ,Chittagong,616,Slide,2007, ,0,0, ,301,Rainfall
616,617,Lal Pahar, , , , , ,Chittagong,617,Slide,2014, ,0,0, ,154, 
617,618, , , , , , ,Chittagong,618,Fall,2012, ,0,0, ,231, 
618,619, , , , , , ,Chittagong,619,Slide,2005, ,0,0, ,611, 
619,620, , , , , , ,Chittagong,620,Slide,2005, ,0,0, ,86, 
620,621, , , , , , ,Chittagong,621,Fall,2005, ,0,0, ,295, 
621,622, , , , , , ,Chittagong,622,Slide,2004, ,0,0, ,197, 
622,623, , , , , , ,Chittagong,623,Fall,2004, ,0,0, ,220, 
623,624, , , , , , ,Chittagong,624,Topple,2007, ,0,0, ,78, 
624,625, , , , , , ,Chittagong,625,Fall,2007, ,0,0, ,471, 
625,626, , , , , , ,Chittagong,626,Fall,2007, ,0,0, ,138, 
626,627, , , , , , ,Chittagong,627,Fall,2007, ,0,0, ,77, 
627,628, , , , , , ,Chittagong,628,Slide,2007, ,0,0, ,369, 
628,629, , , , , , ,Chittagong,629,Slide,2007, ,0,0, ,629, 
629,630, , , , , , ,Chittagong,630,Slide,2007, ,0,0, ,98, 
630,631, , , , , , ,Chittagong,631,Slide,2007, ,0,0, ,156, 
631,632, , , , , , ,Chittagong,632,Slide,2007, ,0,0, ,129, 
632,633, , , , , , ,Chittagong,633,Fall,2007, ,0,0, ,401, 
633,634, , , , , , ,Chittagong,634,Fall,2007, ,0,0, ,1400, 
634,635, , , , , , ,Chittagong,635,Slide,2007, ,0,0, ,514, 
635,636, , , , , , ,Chittagong,636,Slide,2007, ,0,0, ,280, 
636,637, , , , , , ,Chittagong,637,Slide,2007, ,0,0, ,166, 
637,638, , , , , , ,Chittagong,638,Flow,2007, ,0,0, ,103, 
638,639, , , , , , ,Chittagong,639,Slide,2007, ,0,0, ,544, 
639,640, , , , , , ,Chittagong,640,Slide,2007, ,0,0, ,384, 
640,641, , , , , , ,Chittagong,641,Fall,2007, ,0,0, ,592, 
641,642, , , , , , ,Chittagong,642,Flow,2007, ,0,0, ,207, 
642,643, , , , , , ,Chittagong,643,Flow,2007, ,0,0, ,419, 
643,644, , , , , , ,Chittagong,644,Slide,2007, ,0,0, ,209, 
644,645, , , , , , ,Chittagong,645,Slide,2007, ,0,0, ,151, 
645,646, , , , , , ,Chittagong,646,Flow,2007, ,0,0, ,123, 
646,647, , , , , , ,Chittagong,647,Slide,2007, ,0,0, ,594, 
647,648, , , , , , ,Chittagong,648,Slide,2007, ,0,0, ,636, 
648,649, , , , , , ,Chittagong,649,Slide,2007, ,0,0, ,249, 
649,650, , , , , , ,Chittagong,650,Slide,2017, ,0,0, ,217, 
650,651, , , , , , ,Chittagong,651,Flow,2007, ,0,0, ,242, 
651,652, , , , , , ,Chittagong,652,Fall,2017, ,0,0, ,128, 
652,653, , , , , , ,Chittagong,653,Slide,2015, ,0,0, ,346, 
653,654, , , , , , ,Chittagong,654,Fall,2015, ,0,0, ,538, 
654,655, , , , , , ,Chittagong,655,Slide,2007, ,0,0, ,546, 
655,656, , , , , , ,Chittagong,656,Slide,2007, ,0,0, ,657, 
656,657, , , , , , ,Chittagong,657,Slide,2007, ,0,0, ,198, 
657,658, , , , , , ,Chittagong,658,Slide,2007, ,0,0, ,841, 
658,659, , , , , , ,Chittagong,659,Slide,2007, ,0,0, ,924, 
659,660, , , , , , ,Chittagong,660,Slide,2005, ,0,0, ,1420, 
660,661, , , , , , ,Chittagong,661,Slide,2004, ,0,0, ,196, 
661,662, , , , , , ,Chittagong,662,Slide,2001, ,0,0, ,1673, 
662,663, , , , , , ,Chittagong,663,Slide,2001, ,0,0, ,660, 
663,664, , , , , , ,Chittagong,664,Slide,2004, ,0,0, ,4097, 
664,665, , , , , , ,Chittagong,665,Fall,2004, ,0,0, ,780, 
665,666, , , , , , ,Chittagong,666,Topple,2004, ,0,0, ,594, 
666,667, , , , , , ,Chittagong,667,Slide,2004, ,0,0, ,552, 
667,668, , , , , , ,Chittagong,668,Flow,2005, ,0,0, ,328, 
668,669, , , , , , ,Chittagong,669,Flow,2005, ,0,0, ,658, 
669,670, , , , , , ,Chittagong,670,Slide,2013, ,0,0, ,150, 
670,671, , , , , , ,Chittagong,671,Flow,2015, ,0,0, ,3223, 
671,672, , , , , , ,Chittagong,672,Slide,2004, ,0,0, ,15296, 
672,673, , , , , , ,Chittagong,673,Fall,2013, ,0,0, ,313, 
673,674, , , , , , ,Chittagong,674,Flow,2013, ,0,0, ,460, 
674,675, , , , , , ,Chittagong,675,Slide,2016, ,0,0, ,704, 
675,676, , , , , , ,Chittagong,676,Flow,2013, ,0,0, ,165, 
676,677, , , , , , ,Chittagong,677,Slide,2013, ,0,0, ,99, 
677,678, , , , , , ,Chittagong,678,Slide,2013, ,0,0, ,2404, 
678,679, , , , , , ,Chittagong,679,Slide,2006, ,0,0, ,290, 
679,680, , , , , , ,Chittagong,680,Flow,2013, ,0,0, ,792, 
680,681, , , , , , ,Chittagong,681,Slide,2013, ,0,0, ,624, 
681,682, , , , , , ,Chittagong,682,Flow,2013, ,0,0, ,158, 
682,683, , , , , , ,Chittagong,683,Slide,2013, ,0,0, ,213, 
683,684, , , , , , ,Chittagong,684,Slide,2013, ,0,0, ,165, 
684,685, , , , , , ,Chittagong,685,Slide,2013, ,0,0, ,287, 
685,686, , , , , , ,Chittagong,686,Slide,2013, ,0,0, ,225, 
686,687, , , , , , ,Chittagong,687,Slide,2013, ,0,0, ,264, 
687,688, , , , , , ,Chittagong,688,Slide,2013, ,0,0, ,215, 
688,689, , , , , , ,Chittagong,689,Flow,2013, ,0,0, ,1830, 
689,690, , , , , , ,Chittagong,690,Flow,2013, ,0,0, ,678, 
690,691, , , , , , ,Chittagong,691,Slide,2013, ,0,0, ,1183, 
691,692, , , , , , ,Chittagong,692,Slide,2013, ,0,0, ,499, 
692,693, , , , , , ,Chittagong,693,Slide,2013, ,0,0, ,569, 
693,694, , , , , , ,Chittagong,694,Slide,2017, ,0,0, ,414, 
694,695, , , , , , ,Chittagong,695,Flow,2017, ,0,0, ,27242, 
695,696, , , , , , ,Chittagong,696,Slide,2016, ,0,0, ,415, 
696,697, , , , , , ,Chittagong,697,Slide,2016, ,0,0, ,424, 
697,698, , , , , , ,Chittagong,698,Slide,2014, ,0,0, ,1893, 
698,699, , , , , , ,Chittagong,699,Slide,2014, ,0,0, ,944, 
699,700, , , , , , ,Chittagong,700,Slide,2014, ,0,0, ,333, 
700,701, , , , , , ,Chittagong,701,Slide,2014, ,0,0, ,1514, 
701,702, , , , , , ,Chittagong,702,Fall,2014, ,0,0, ,10978, 
702,703, , , , , , ,Chittagong,703,Complex,2014, ,0,0, ,1373, 
703,704, , , , , , ,Chittagong,704,Slide,2014, ,0,0, ,864, 
704,705, , , , , , ,Chittagong,705,Slide,2016, ,0,0, ,529, 
705,706, , , , , , ,Chittagong,706,Slide,2016, ,0,0, ,447, 
706,707, , , , , , ,Chittagong,707,Slide,2014, ,0,0, ,458, 
707,708, , , , , , ,Chittagong,708,Slide,2014, ,0,0, ,3056, 
708,709, , , , , , ,Chittagong,709,Slide,2014, ,0,0, ,3429, 
709,710, , , , , , ,Chittagong,710,Slide,2014, ,0,0, ,915, 
710,711, , , , , , ,Chittagong,711,Slide,2014, ,0,0, ,445, 
711,712, , , , , , ,Chittagong,712,Slide,2014, ,0,0, ,3793, 
712,713, , , , , , ,Chittagong,713,Slide,2014, ,0,0, ,700, 
713,714, , , , , , ,Chittagong,714,Flow,2014, ,0,0, ,1914, 
714,715, , , , , , ,Chittagong,715,Slide,2014, ,0,0, ,201, 
715,716, , , , , , ,Chittagong,716,Slide,2014, ,0,0, ,914, 
716,717, , , , , , ,Chittagong,717,Slide,2014, ,0,0, ,433, 
717,718,"Mitingchari, Chandraghona, Kaptai",Active,Wet,Mixture,Nil,Low,Rangamati,718,Complex,13/06/2017,Advancing,0,0,Nil,126,Rainfall
718,719,Talukdar Para,Active,Wet,Soil,Nil,High,Rangamati,719,Fall,13/06/2017,Advancing,0,5,High,30,Rainfall and Hill Cutting
719,720,"Mitingchari, Kaptai",Active,Wet,Soil,Nil,High,Rangamati,720,Flow,13/06/2017,Advancing,5,1,High,32,Rainfall
720,721,"Sheikh Russel Eco Park, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,721,Slide,13/06/2017,Diminishing,0,0,Nil,57,Rainfall
721,722,"Talukdar Para, Petrol Pump",Active,Wet,Soil,Nil,Low,Rangamati,722,Flow,13/06/2017,Widening,0,0,Nil,16,Rainfall and Hill Cutting
722,723,"Mitingchari, Kaptai",Active,Wet,Soil,Nil,High,Rangamati,723,Flow,13/06/2017,Advancing,0,2,High,893,Rainfall
723,724,"Mitingchari, Kaptai",Active,Wet,Debris,Nil,High,Rangamati,724,Flow,13/06/2017,Advancing,0,1,High,40,Rainfall
724,725,"Mitingchari, Kaptai",Active,Wet,Debris,Nil,High,Rangamati,725,Flow,13/06/2017,Advancing,0,3,High,38,Rainfall
725,726,"Mitingchari, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,726,Flow,13/06/2017,Advancing,0,0,Nil,52,Rainfall
726,727,"Mitingchari, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,727,Flow,13/06/2017,Advancing,0,2,Medium,155,Rainfall
727,728, Baitunnur Nurani Mosque,Active,Wet,Debris,Nil,High,Rangamati,728,Flow,13/06/2017,Advancing,0,3,High,40,Rainfall
728,729,"Boroichari, Kaptai",Active,Wet,Soil,Nil,Low,Rangamati,729,Flow,13/06/2017,Advancing,0,0,Low,18,Rainfall
729,730,"Sheikh Russel Eco Park, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,730,Fall,13/06/2017,Diminishing,0,0,Nil,1805,Rainfall
