Landslide_ID,Camp_name,Latitude,Longitude,Elevation (m),Date_of_movement,General_slope (degree),Slided_slope (degree),Width (m),Length_prev (m),Length_after (m),Depth (m),Material,Movement_type,State,Distribution,Style,Flow_accumulation_10yr_multiplied_log,Flow_accumulation_20yr_multiplied_log,Flow_accumulation_50yr_multiplied_log,Slope_classification,Flow_direction,Runoff_10yr,Runoff_20yr,Runoff_50yr,Fill_sinks,Basins
76,9,21.192636,92.156608,5.8,2020,22,44,17.0,13.5,12.0,5.8,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,371.0
77,9,21.1925,92.157062,7.0,2020,32,50,16.0,14.8,13.0,7.0,Soil or Earth,Slide,Active,Advancing,Successive,6.35282222738114,6.432877268756444,6.53435072142287,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,21.12079620361328,371.0
78,9,21.192122,92.157098,6.2,2020,28,50,13.0,12.5,10.0,6.2,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.35282222738114,6.432877268756444,6.53435072142287,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,21.12079620361328,371.0
79,9,21.192624,92.157707,8.0,2020,28,60,25.0,14.5,12.0,8.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0
80,9,21.192863,92.156355,15.0,2018,45,40,150.0,21.2,40.0,15.0,Soil or Earth,Slide,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,24.0,371.0
81,10,21.188969,92.153565,10.0,2020,21,40,30.0,32.0,25.0,10.0,Soil or Earth,Slide,Dormant,"Advancing, Enlarging",Successive,6.038248472703492,6.12021058852713,6.223774424440022,2.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,29.0,371.0
82,10,21.188928,92.15589000000001,4.2,2020,20,45,20.0,12.2,8.0,4.2,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,23.0,371.0
83,10,21.189414,92.154805,4.5,2017,17,40,20.0,15.2,10.1,4.5,Soil or Earth,Slide,Dormant,Confined,Complex,6.515369705920962,6.597331821744598,6.700895646731704,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,24.0,371.0
84,10,21.189903,92.154987,14.9,2020,13,44,20.0,35.0,30.0,14.9,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,27.0,371.0
85,10,21.190152,92.155039,5.9,2020,14,42,12.0,14.0,12.0,5.9,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,26.0,371.0
86,10,21.187066,92.152565,8.0,2020,50,60,25.0,10.4,17.0,8.0,Soil or Earth,Complex,Active,Advancing,Successive,6.515369705920962,6.7222705476018,6.825834383340004,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,371.0
87,10,21.186741,92.153447,18.0,2020,38,60,80.0,29.2,27.0,18.0,Soil or Earth,Slide,Active,Advancing,Successive,6.339278468367474,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,371.0
88,10,21.187277,92.155118,8.0,2020,35,60,25.0,13.9,15.0,8.0,Soil or Earth,Complex,Active,Advancing,Successive,6.515369705920962,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,371.0
89,11,21.183062,92.158429,4.6,2020,14,40,22.6,10.7,9.6,4.6,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.528913464934628,6.608968506309932,6.710441948755598,1.0,0.0,1370.8876953125,1648.37841796875,2082.238037109375,12.0,371.0
90,11,21.183536,92.158118,14.9,2020,15,85,25.0,15.1,5.6,14.9,Debris,Fall,Active,Enlarging,Successive,6.502083391230894,6.585902718062922,6.69150655651826,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,8.0,371.0
91,11,21.183505,92.15621100000001,7.2,2020,18,50,18.0,15.2,12.1,7.2,Soil or Earth,Slide,Dormant,Confined,Successive,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,371.0
92,11,21.183886,92.156026,5.4,2020,15,42,16.5,14.0,11.0,5.4,Soil or Earth,Complex,Active,"Advancing, Enlarging, Widening",Composite,6.024962158013426,6.108781484845452,6.214385312844158,2.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,371.0
93,11,21.183685,92.155411,6.1,2020,12,60,9.0,18.5,8.0,6.1,Soil or Earth,Slide,Active,Advancing,Successive,6.627022117088096,6.710841443920124,6.816445271035438,2.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,14.200138092041016,371.0
94,11,21.183142,92.155124,3.8,2020,15,40,16.0,10.0,8.0,3.8,Soil or Earth,Topple,Active,"Advancing, Enlarging, Widening",Successive,6.024962158013426,6.409811480509434,6.515415308508138,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,371.0
95,11,21.181876,92.154261,8.0,2020,50,65,45.0,10.4,20.0,8.0,Soil or Earth,Complex,Active,Advancing,Successive,6.325992153677406,6.409811480509434,6.515415308508138,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,161.0
96,11,21.181407,92.154358,5.0,2018,30,85,30.0,10.0,15.0,5.0,Soil or Earth,Slide,Active,Advancing,Successive,6.024962158013426,6.108781484845452,6.214385312844158,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,161.0
97,11,21.18163,92.156905,12.0,2018,30,70,25.0,24.0,20.0,12.0,Soil or Earth,Slide,Suspended,Advancing,Successive,6.502083391230894,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,371.0
98,5,21.204209,92.15084,4.0,2020,24,34,18.0,12.1,9.0,4.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.33711572160957,6.41938106676981,6.523277689474792,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,21.0,767.0
99,5,21.205119,92.150696,5.1,2020,20,34,10.0,15.5,13.5,5.1,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,7.0,1322.194580078125,1597.94091796875,2029.8190917968752,20.0,767.0
100,5,21.205689,92.150533,2.8,2020,20,46,12.0,7.0,4.0,2.8,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.0,767.0
101,5,21.205267,92.151181,7.6,2020,18,32,15.0,18.0,16.0,7.6,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0
102,5,21.205371,92.152756,7.0,2020,45,60,10.5,12.5,9.5,7.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.515369705920962,6.42124058419111,6.524804420104004,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0
103,5,21.205484,92.153359,3.5,2020,18,48,10.0,8.0,6.0,3.5,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.339278468367474,6.42124058419111,6.524804420104004,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.25017261505127,767.0
104,5,21.199011,92.148385,8.0,2020,45,65,25.0,11.3,15.0,8.0,Soil or Earth,Slide,Active,Advancing,Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,459.0
105,5,21.198138,92.148305,14.0,2020,42,35,30.0,20.9,22.0,14.0,Soil or Earth,Complex,Active,Advancing,Successive,6.036085725945588,6.118351071105828,6.22224769381081,2.0,3.0,1322.194580078125,1597.94091796875,2029.8190917968752,25.0,459.0
106,8W,21.194538,92.151599,4.5,2020,26,85,10.0,8.0,6.0,4.5,Soil or Earth,Slide,Active,Advancing,Successive,6.038248472703492,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0
107,8W,21.194354,92.151665,10.5,2020,32,80,15.0,13.0,10.0,10.5,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.515369705920962,6.597331821744598,6.700895646731704,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0
108,8W,21.194675,92.152502,5.1,2018,24,40,24.0,12.5,11.0,5.1,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,7.117429697248924,7.19939181307256,8.093006132777385,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.712636947631836,459.0
109,8W,21.195246,92.153204,2.0,2020,20,40,10.0,8.0,5.0,2.0,Soil or Earth,Slide,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,459.0
110,8W,21.196417,92.152976,3.5,2020,20,40,8.0,8.5,5.0,3.5,Soil or Earth,Fall,Active,Widening,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,459.0
111,8W,21.194414,92.151099,3.1,2020,25,70,15.0,5.6,4.0,3.1,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.515369705920962,6.597331821744598,6.700895646731704,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0
112,8W,21.195442,92.150112,9.0,2020,46,52,28.0,12.5,17.0,9.0,Soil or Earth,Complex,Active,Advancing,Successive,6.339278468367474,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,459.0
113,8W,21.192208,92.151077,4.0,2020,34,59,20.0,7.2,9.0,4.0,Soil or Earth,Spread/Creep,Active,"Advancing, Widening",Successive,7.214339736059612,7.29630185188325,7.399865702952492,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.220867156982415,371.0
114,8W,21.192208,92.151077,4.0,2020,36,50,20.0,6.8,9.0,4.0,Soil or Earth,Slide,Active,Advancing,Successive,7.214339736059612,7.29630185188325,7.399865702952492,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.220867156982415,371.0
115,8W,21.192943,92.150703,12.0,2020,50,60,25.0,15.7,20.0,12.0,Soil or Earth,Complex,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,25.0,371.0
116,8W,21.195442,92.150112,9.0,2020,45,55,28.0,12.7,18.0,9.0,Soil or Earth,Complex,Active,Advancing,Successive,6.339278468367474,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,459.0
117,8W,21.192943,92.150703,12.0,2020,47,62,25.0,16.4,20.0,12.0,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,25.0,371.0
118,8e,21.193512,92.162416,13.0,2020,26,52,20.0,27.0,25.0,13.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.35282222738114,6.131847273092464,6.233320725758888,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,23.0,371.0
119,8e,21.192761,92.162063,4.2,2020,39,58,125.0,11.0,6.0,4.2,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.653852223045122,6.733907264420426,6.83538071708685,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,371.0
120,8e,21.193661,92.161337,7.8,2020,25,40,120.0,20.0,15.0,7.8,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.528913464934628,6.608968506309932,6.710441948755598,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0
121,8e,21.194492,92.161192,3.7,2020,26,40,16.0,12.0,8.0,3.7,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.051792231717158,6.131847273092464,6.233320725758888,2.0,7.0,1370.8876953125,1648.37841796875,2082.238037109375,24.0,459.0
122,8E,21.195348,92.160793,6.0,2020,35,60,50.0,10.5,18.0,6.0,Soil or Earth,Complex,Active,Advancing,Successive,6.750762223151862,6.830817264527166,6.932290723750316,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,459.0
123,8E,21.193158,92.16181700000001,10.0,2019,35,75,120.0,17.4,30.0,10.0,Soil or Earth,Complex,Suspended,Advancing,Successive,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0
124,7,21.201355,92.163638,8.2,2020,30,50,20.0,18.0,15.0,8.2,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.35282222738114,6.432877268756444,6.53435072142287,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0
125,7,21.201817,92.164553,4.5,2020,18,42,15.0,14.0,9.0,4.5,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.024962158013426,6.409811480509434,6.515415308508138,2.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0
126,7,21.202045,92.159217,7.0,2020,42,35,25.0,10.5,14.0,7.0,Soil or Earth,Complex,Active,Advancing,Successive,6.051792231717158,6.131847273092464,6.233320725758888,1.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0
127,3,21.207241,92.148942,7.0,2020,20,41,20.0,19.0,15.8,7.0,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,3.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.0,767.0
128,6,21.204435,92.158664,7.5,2020,35,45,10.0,15.5,13.0,7.5,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.640308431778164,6.7222705476018,6.825834383340004,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0
129,6,21.205708,92.158642,11.0,2020,70,80,10.0,13.0,12.0,11.0,Soil or Earth,Fall,Active,"Enlarging, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0
130,6,21.205794,92.158519,3.7,2020,32,68,15.0,6.0,4.0,3.7,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.038248472703492,6.42124058419111,6.700895646731704,2.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0
131,6,21.205791,92.157496,8.5,2020,22,58,25.0,14.0,10.0,8.5,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.737218464138196,7.023300575519072,7.265167100754252,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0
132,6,21.202149,92.156556,11.0,2020,34,57,32.0,19.7,13.0,11.0,Soil or Earth,Complex,Active,"Advancing, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,459.0
133,6,21.205537,92.158806,9.0,2019,18,44,22.0,29.1,16.0,9.0,Soil or Earth,Complex,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0
134,2E,21.205842,92.16196,5.5,2020,20,50,12.0,8.0,7.0,5.5,Soil or Earth,Slide,Dormant,Confined,Successive,6.339278468367474,7.29630181747974,7.502528006618758,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0
135,2E,21.206856,92.161132,7.0,2020,20,62,40.0,10.0,8.0,7.0,Soil or Earth,Slide,Active,"Enlarging, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0
136,2E,21.207509,92.162365,4.6,2020,15,50,13.0,7.0,6.0,4.6,Soil or Earth,Slide,Stabilized,#NULL!,Successive,7.117429697248924,7.19939181307256,7.302955638059666,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0
137,2E,21.205633,92.159085,7.0,2019,56,52,42.0,8.4,14.0,7.0,Soil or Earth,Complex,Active,"Advancing, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0
138,RC,21.210141,92.166012,6.8,2017,20,40,25.0,20.0,15.0,6.8,Soil or Earth,Slide,Stabilized,Advancing,Successive,6.941338459695436,7.023300575519072,7.126864411431966,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.25017261505127,611.0
139,2W,21.209284,92.153656,4.2,2019,24,50,18.0,9.5,8.0,4.2,Soil or Earth,Slide,Dormant,"Advancing, Enlarging, Widening",Complex,6.038248472703492,7.19939181307256,7.302955638059666,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.0,767.0
140,2W,21.210113,92.154306,9.3,2017,24,42,30.0,21.5,18.0,9.3,Soil or Earth,Complex,Active,"Advancing, Enlarging, Widening",Complex,6.992490946305828,7.074453062129464,7.178016901451366,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0
141,2W,21.209492,92.153831,9.2,2018,18,48,40.0,22.0,18.0,9.2,Soil or Earth,Complex,Active,"Advancing, Enlarging",Complex,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0
142,2W,21.208065,92.154185,13.0,2018,20,60,30.0,27.0,20.0,13.0,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0
143,2W,21.209594,92.158242,5.2,#NULL!,22,62,60.0,10.0,8.0,5.2,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.737218464138196,6.819180579961832,6.524804420104004,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0
144,2W,21.207137,92.159944,8.0,2019,40,75,27.0,12.4,18.0,8.0,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.816399701584942,6.89836181740858,7.001925642395684,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.095732688903809,767.0
145,2W,21.206541,92.158441,8.0,2019,40,60,25.0,12.4,12.0,8.0,Soil or Earth,Slide,Active,Advancing,Successive,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.754075050354004,767.0
146,2W,21.206971,92.15693,9.0,2019,33,65,20.0,16.5,12.0,9.0,Soil or Earth,Complex,Suspended,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0
147,1W,21.212742,92.156005,5.0,#NULL!,30,45,16.0,12.0,10.0,5.0,Soil or Earth,Slide,Stabilized,Confined,#NULL!,6.515369705920962,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0
148,1W,21.211901,92.155645,5.5,2020,20,45,20.0,13.0,11.0,5.5,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.038248472703492,6.42124058419111,6.524804420104004,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.333078384399414,767.0
149,1W,21.211478,92.155442,6.6,2020,25,47,30.0,15.0,13.0,6.6,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Complex,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0
150,1W,21.211392,92.155212,5.0,2019,20,35,20.0,15.0,12.0,5.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.640308464031454,6.722270579855092,6.825834415767984,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.212282180786133,767.0
151,1W,21.211016,92.152351,2.1,2020,17,30,80.0,9.0,6.0,2.1,Soil or Earth,Fall,Active,"Advancing, Widening",Complex,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0
